28.833,-14.09,-9.1625,-17.875,-9.9851,-12.932,-24.806,60.551,-22.086,-18.824,31.726,-22.292,-15.288,2.359,-22.447,-9.6043,44.488,-9.5219,-11.854,36.147,-9.5945,35.546,46.005,-13.618,-11.931,43.364,-13.328,19.452,-11.274,-4.7011,-8.9983,-12.81,-22.005,78.622,-1.9077,-16.91,-2.0035,-22.742,-21.84,2.664,29.836,-15.512,22.258,-18.356,-10.606,-4.9938,48.724,-3.8657,41.387,-17.801,33.291,-23.915,-24.477,26.878,50.22,-18.864,-12.562,0.98972,-5.8683,3.5861,-19.177,-13.473,-10.971,8.7707,-20.324,-10.792,15.301,-13.799,28.601,-10.455,7.7182,-30.996,-13.843,32.789,-4.7416,14.857,-16.962,-7.3674,16.016,-7.6705,35.077
5.3271,5.8241,-24.219,6.4811,7.8236,10.613,-7.7748,4.0569,-4.5934,-8.6271,6.7231,0.30308,-13.659,-25.28,4.9459,2.1188,6.3214,12.948,-5.8932,8.3345,6.037,1.5717,-11.62,-13.415,7.2848,-5.5987,-10.539,-24.759,21.204,-18.738,-10.405,-26.145,46.399,-43.325,-22.76,9.1936,5.8604,-2.6023,-8.1528,11.328,-5.014,-40.6,-5.7457,5.9622,5.903,-10.875,14.633,-12.167,22.849,-3.3603,-7.4937,23.539,2.8901,28.56,15.516,-12.412,-12.301,2.1587,-2.6002,-8.0717,-1.9261,0.8359,6.8483,2.6574,7.884,8.9713,6.1787,14.94,40.041,2.0923,-6.169,3.4407,11.177,10.975,1.0007,-28.456,-5.7028,-5.4179,8.6191,5.1688,-0.42151
-0.63857,11.715,20.132,-11.584,-11.123,-19.955,33.19,16.413,15.437,9.1346,10.003,-1.7314,-1.8005,-20.532,18.992,9.6685,26.303,7.7947,14.554,12.811,-2.2087,3.4828,0.43686,-6.3895,11.108,0.61781,-6.2702,1.2459,-5.6938,-1.8026,-9.9269,2.7814,-8.7611,-3.904,-15.683,8.9779,-4.5709,6.8751,9.45,-4.2751,-9.2322,-9.377,-5.9726,-21.468,-5.8306,-1.7212,-11.339,-9.1291,-14.785,4.6918,1.7267,-9.4019,1.3027,11.416,15.942,2.2643,-11.207,-13.466,1.4792,8.7958,-1.6018,-8.0203,-8.5742,6.8833,-2.833,-2.8704,7.8831,31.273,-14.973,3.1084,-9.9826,20.23,-10.964,3.7398,16.479,5.2019,4.2825,-0.42175,1.4642,-7.6511,-14.095
-1.2988,-1.2674,-2.0457,-12.898,-2.1527,-6.8771,-12.86,-20.551,-5.865,-4.81,12.978,-10.235,-4.4908,-7.5687,-12.714,1.7552,-10.298,-3.4968,5.7026,-2.5737,-4.8958,0.17043,0.76706,-1.8168,2.5651,-6.7065,-4.9198,-0.17058,-7.6628,-1.6702,-1.5447,-4.9745,-18.781,-29.764,-3.3253,-13.979,-2.3651,-16.131,-6.182,-4.0545,-9.6091,-21.253,3.2605,-10.306,-1.7223,-7.2826,-8.9403,-2.3057,0.10976,-7.4939,-1.4486,-14.909,-12.593,-3.557,-9.8306,-18.921,-5.2032,-3.4731,-1.348,5.2395,-6.7983,-2.0875,-7.1989,4.0644,-8.2039,-6.9864,9.9155,-8.8993,-16.359,4.5884,5.6442,-15.862,-7.1422,2.4494,-2.3816,-0.89067,-9.1143,0.807,-9.1544,0.116,-10.748
11.478,-6.447,-2.31,-2.5973,-5.8118,0.53496,-13.149,22.751,1.032,5.7716,-9.1053,0.50451,3.4721,4.7024,-1.9269,4.5755,24.921,-13.516,3.5779,2.2389,-0.78152,10.902,-16.548,7.6921,0.12118,-14.045,-2.1789,-16.088,-5.1013,-2.5435,8.8501,3.5764,0.10148,-14.977,7.1754,-11.008,7.938,-8.8059,1.8807,12.275,-2.517,-0.79536,-8.6161,0.66521,0.11792,-9.8919,-9.8884,-1.1201,-23.342,-3.1152,-6.9545,-3.028,-0.074767,7.6822,7.4827,1.8444,13.352,-6.2228,4.9884,-4.1032,3.9261,-3.1675,-2.6723,4.9512,-6.2864,-5.1411,4.2995,-13.254,1.7279,-6.6201,0.16403,6.1008,11.782,-12.874,-10.23,13.299,-3.6903,0.82038,3.5932,4.0823,14.103
15.036,-11.883,-3.0471,-0.3679,-6.2441,6.8015,8.4894,-14.888,1.4637,-2.8326,-6.2034,4.6047,2.2565,4.4951,-6.7945,-4.053,-9.9399,0.23559,-13.64,4.3244,-1.4026,9.1118,1.5267,-8.8253,-3.597,-4.8,-1.3967,-5.2484,0.53219,7.2114,-7.9736,0.43348,-9.09,-8.886,-7.2475,-2.6595,0.9778,8.0186,-4.1236,2.5359,17.145,4.698,-3.5787,-13.422,-16.369,1.6681,-10.6,-3.1949,-3.6749,0.034394,3.142,-1.1326,0.82572,-1.6338,8.0912,-5.6871,-2.4685,-4.0209,-0.024529,-10.703,7.7817,-1.8678,3.0154,6.1094,-9.1243,-5.7927,-20.549,5.5476,-1.7063,-0.50282,-15.156,3.2925,-10.538,-1.0234,-9.5813,-11.655,0.037259,-4.6468,22.713,-6.3946,10.146
-7.5371,0.88059,-16.768,4.3567,-0.71042,-12.662,-10.687,9.2323,2.797,2.727,-15.268,-16.663,-10.332,-3.5972,6.1858,-3.6594,6.277,5.4525,-12.568,-10.821,1.2907,0.73317,-5.4121,-4.0794,-12.248,-1.976,-0.25446,0.85964,3.226,-10.094,-4.9594,-8.9543,-11.201,-6.6978,4.6024,14.389,-1.874,-3.1925,-7.431,0.021613,0.5444,-5.7661,2.2586,-5.0213,-5.4095,10.148,5.6959,2.3991,-7.5432,8.7203,-1.4146,-5.3065,2.3387,-10.283,-7.1741,13.769,-4.5009,5.6309,-14.411,-0.8204,-0.20641,-5.1,-11.632,-4.5328,-5.0729,-1.8933,-5.2287,1.3569,-1.0693,-14.178,-0.35196,-1.0111,-6.076,-0.7726,3.7368,-2.3787,11.755,-1.6388,-0.35205,-6.9209,1.5211
-11.549,1.7195,0.82022,-1.3377,-2.3793,-4.8288,-6.0008,-1.1865,-6.3925,-8.1,-6.5483,0.57178,1.5414,-3.8457,4.803,-2.0692,-17.19,-12.872,-4.9409,8.9835,2.1421,-13.664,-2.7604,-1.4307,-2.9104,15.5,-2.4543,-14.646,-1.0043,-7.5425,1.8851,0.94121,0.25103,1.9227,-8.1814,-2.0134,-6.8919,6.1695,0.014716,-3.0053,3.6314,-1.3593,3.5973,-6.2445,0.79649,2.0422,-3.273,-2.9297,-15.885,-7.5957,0.97014,-8.694,0.86242,13.973,4.486,6.4711,-2.3905,-1.2554,8.7397,-1.06,-16.518,-4.4356,6.1806,-10.595,3.8712,5.596,-6.6095,-2.1309,2.9562,-4.8273,-9.8683,-3.1992,2.5791,-7.0914,6.8795,7.7786,-7.5284,-2.9873,-6.0749,-5.5928,5.275
0.33419,-4.1154,6.487,-0.082583,-3.564,-3.1244,6.0279,8.5063,-10.74,-4.354,-14.66,10.276,0.59032,-4.588,-2.3834,-6.1581,9.1848,1.5113,-5.3086,5.8056,-4.5798,-4.7468,-1.4133,-7.4567,-2.1386,0.92124,1.0409,11.797,-8.4816,4.2447,-5.5725,-1.0735,-11.62,-10.502,-10.903,0.37443,-4.4743,4.5165,4.5974,-0.80683,-5.4079,7.8574,-13.889,10.892,6.2813,-6.1417,3.8772,-1.1497,0.078077,-3.8353,2.7746,6.6684,-0.9029,-7.9445,4.3345,1.4399,-8.513,-2.563,1.1379,-0.70719,-7.6115,-4.8165,-2.7473,-5.5675,5.5291,2.3514,-3.5537,-17.212,3.6835,-4.2033,2.8417,-3.2797,0.10407,2.7453,-5.1105,-9.9078,-3.9431,-6.5324,-1.2864,4.2216,-11.927
-6.662,-3.0808,0.1353,-4.3762,2.5295,-0.21297,2.5595,-3.3974,-1.2923,-1.3251,3.7421,6.0393,3.6193,6.7989,-7.5855,-4.5751,11.104,-7.7067,6.3126,-3.4504,1.8133,-7.9477,4.5467,-2.0617,2.9417,4.5042,-5.7197,-9.0258,1.8046,3.5886,2.7248,0.20342,-3.1801,-1.924,5.0639,7.5138,4.4979,5.0563,-2.6023,0.72904,2.9907,-6.3821,0.73024,-3.1707,0.46148,0.44257,8.3993,-3.721,-0.87663,-3.5646,-0.68119,1.7665,-1.997,0.8958,-4.4302,7.6512,-6.1367,0.20631,-1.2495,-3.6416,8.0459,9.1487,-13.892,-7.4259,6.7735,-13.238,-4.1483,0.69616,-1.5788,2.0789,-4.9212,-0.67141,4.8952,2.1414,-0.22794,1.3942,-5.5261,-1.9164,5.0405,3.1897,-3.7877
11.053,-1.2171,1.5653,-4.9313,0.24173,0.53134,3.2008,-2.92,-0.41735,0.65806,-2.4444,-3.2441,1.4866,-0.19808,4.0777,-0.55469,-8.6972,-2.2853,-2.3114,12.763,1.6158,8.2375,10.097,0.58971,-5.1788,-4.0511,-0.072548,4.6092,2.8317,-5.0441,2.4289,1.4364,2.6764,-6.1641,4.6225,7.0742,-13.42,3.9055,-2.313,-1.1979,-1.049,-1.9976,4.3769,4.4999,0.60151,-0.20113,-3.7754,3.9776,1.5061,0.51215,2.6301,1.7327,3.61,5.8335,6.6518,4.713,-3.07,0.66305,0.55747,1.1973,6.5071,2.6227,-14.413,-4.5397,0.81996,-2.6307,1.3169,0.20567,-1.902,-1.4845,3.7967,-0.021991,5.9467,-5.6609,-6.4678,3.2012,0.71768,0.38046,-9.7482,4.0142,0.70972
